,city,state,zipcode,address,year_built_homefinder,bed_homefinder,bath_homefinder,ptype_homefinder,price_homefinder,sqft_homefinder,desc_homefinder,nbhd_homefinder,year_built_realtor,bed_realtor,bath_realtor,ptype_realtor,price_realtor,sqft_realtor,tags_realtor,year_built_homes,bed_homes,bath_homes,ptype_homes,price_homes,sqft_homes,description_homes
38,KENT,OH,44240,JAMESON,1960.0,3.0,1.0,Single Family Home,75351.0,1170.0,"This property is Real Estate Owned, or REO. The property was foreclosed and repossessed by a lender when the owner failed to make payments. A bank is now the owner. Since banks are not in business to own homes, they are usually interested in selling foreclosed homes quickly at attractive low prices. A list price is published but reasonable offers can be submitted for consideration. Offers can be submitted through the official Listing Agent but in some cases, no agent is listed and offers can be submitted the bank owner directly.",,,,,,,,,,,,,,,
39,KENT,OH,44240,JAMESON,1960.0,3.0,1.0,Single Family Home,75351.0,1170.0,"This property is Real Estate Owned, or REO. The property was foreclosed and repossessed by a lender when the owner failed to make payments. A bank is now the owner. Since banks are not in business to own homes, they are usually interested in selling foreclosed homes quickly at attractive low prices. A list price is published but reasonable offers can be submitted for consideration. Offers can be submitted through the official Listing Agent but in some cases, no agent is listed and offers can be submitted the bank owner directly.",,,,,,,,,,,,,,,
40,KENT,OH,44240,JAMESON,1960.0,3.0,1.0,Single Family Home,75351.0,1170.0,"This property is Real Estate Owned, or REO. The property was foreclosed and repossessed by a lender when the owner failed to make payments. A bank is now the owner. Since banks are not in business to own homes, they are usually interested in selling foreclosed homes quickly at attractive low prices. A list price is published but reasonable offers can be submitted for consideration. Offers can be submitted through the official Listing Agent but in some cases, no agent is listed and offers can be submitted the bank owner directly.",,,,,,,,,,,,,,,
41,KENT,OH,44240,5185 SUNNYBROOK RD,1960.0,3.0,3.0,Single Family Home,100000.0,1848.0,"Kent ranch with 3 bedrooms, 3 baths, large living room that opens to dining room and a nice size family room with fireplace and sliders to deck.  Nice size bedrooms.  Master with walk in closet.  Lower level with potential for additional living space and sliders to patio and fireplace.  This home is in need of updates and repairs.  Subject to lender and court approval.  Selling as is.",,1960.0,3.0,3.0,single_family,100000.0,1848.0,"['dining_room', 'family_room', 'fireplace', 'forced_air', 'community_outdoor_space', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'farm', 'ranch', 'fixer_upper']",1960.0,3.0,3.0,house,100000.0,1848.0,"Kent ranch with 3 bedrooms, 3 baths, large living room that opens to dining room and a nice size family room with fireplace and sliders to deck. Nice size bedrooms. Master with walk in closet. Lower level with potential for additional living space and sliders to patio and fireplace. This home is in need of updates and repairs. Subject to lender and court approval. Selling as is."
42,KENT,OH,44240,V/L STATE ROUTE 59,0.0,0.0,0.0,Raw Land,895000.0,0.0,Approx 25 acres in Franklin Township Subject to lot split approval,,,,0.0,land,895000.0,,['big_lot'],,,,lots land,895000.0,,Approx 25 acres in Franklin Township Subject to lot split approval
43,KENT,OH,44240,591 SOUTH FRANCIS ST,1940.0,2.0,1.0,Single Family Home,99500.0,776.0,"Adorable 2 bed, move in ranch in Kent!  Comes with oversized 1 car garage ( 2 parking places ) and 12x15 rear private deck, accompanied by a step down stone patio.  All on a double lot with mature trees and foliage for some back yard fun!  Main systems updates occurred near 2002.  New Carpet, kitchen appliance upgrades and freshly painted interior.  Right down the road is Longcoy Elementary. Close to Kent State University, the beautifully renovated campus district, shops, walking trails, restaurants and all it has to offer!  Seller is providing a home warranty for added peace of mind.",,,,,,,,,1940.0,2.0,1.0,house,99500.0,776.0,"Adorable 2 bed, move in ranch in Kent! Comes with oversized 1 car garage ( 2 parking places ) and 12x15 rear private deck, accompanied by a step down stone patio. All on a double lot with mature trees and foliage for some back yard fun! Main systems updates occurred near 2002. New Carpet, kitchen appliance upgrades and freshly painted interior. Right down the road is Longcoy Elementary. Close to Kent State University, the beautifully renovated campus district, shops, walking trails, restaurants and all it has to offer! Seller is providing a home warranty for added peace of mind."
44,KENT,OH,44240,1397 BROOKDALE LN,1960.0,4.0,2.0,Single Family Home,126500.0,1170.0,"Nicely updated four-bedroom family home! New fully applianced kitchen, open to dining and living areas! New flooring throughout, newer furnace and hot water heater. Two refurbished full baths and laundry area-washer and dryer included! Slider leads to concrete back patio and large fully fenced backyard. Two car garage with workbench and built-in shelving. Concrete front porch overlooks pretty and sort of private pine-treed front yard! Garage roof approx. 2 years. Home roof approx. 7 years.",,1960.0,4.0,2.0,single_family,126500.0,1170.0,"['dining_room', 'forced_air', 'community_outdoor_space', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'front_porch']",1960.0,4.0,2.0,house,126500.0,1170.0,"Nicely updated four-bedroom family home! New fully applianced kitchen, open to dining and living areas! New flooring throughout, newer furnace and hot water heater. Two refurbished full baths and laundry area-washer and dryer included! Slider leads to concrete back patio and large fully fenced backyard. Two car garage with workbench and built-in shelving. Concrete front porch overlooks pretty and sort of private pine-treed front yard! Garage roof approx. 2 years. Home roof approx. 7 years."
45,KENT,OH,44240,5076 STATE ROUTE 43,1942.0,3.0,1.0,Single Family Home,129900.0,1392.0,"Check out this cozy Cape Cod on a beautiful lot here in Brimfield Township. This 3 Bedroom/1 Bathroom home has so much to offer. Outside of the house you will find a 14X20 heated outbuilding, a 12X10 outbuilding, and an additional shed. Also outside of the home is a deck great for entertaining. Some updates include: Hot Water Tank 2016, New Carpeting 2013, New Roof 2011, and New Furnace 2009. Set up your showing today!",,1942.0,3.0,1.0,single_family,129900.0,1392.0,"['community_outdoor_space', 'forced_air', 'horse_facilities', 'basement', 'two_or_more_stories', 'outbuilding']",1942.0,3.0,1.0,house,129900.0,1392.0,"Check out this cozy Cape Cod on a beautiful lot here in Brimfield Township. This 3 Bedroom/1 Bathroom home has so much to offer. Outside of the house you will find a 14X20 heated outbuilding, a 12X10 outbuilding, and an additional shed. Also outside of the home is a deck great for entertaining. Some updates include: Hot Water Tank 2016, New Carpeting 2013, New Roof 2011, and New Furnace 2009. Set up your showing today!"
46,KENT,OH,44240,508 ROOSEVELT ST,1950.0,4.0,3.0,Single Family Home,184900.0,1392.0,"Brick Cape Cod  4 Bedrooms  2 1/2 Baths  2 Car Garage  Beautiful landscaping surrounds the house with beautiful secluded Patio in Backyard to enjoy those quiet moments when you want to relax, read a book or visit with friends   Backyard is fenced in for privacy   This home features a 1st floor Bedroom and a very cozy office if you have to work at home   Hardwood floors in the Dining Room, Living Room, Office and 1st floor Bedroom    Front Foyer is tiled and ready for visitors  Upstairs has 3 Bedrooms and a 1/2 Bath with lots of storage  Basement is partially finished with a cozy bar & sink and features new laminate flooring   Get warm by the Pellet Stove which is fueled by pellets   A storage pantry is also a nice feature   Roof on both Garage and House was done in April 2006   New furnace April 2007  Pellet Stove was added in December 2008   Come and look at this beauty, it won't last long!",,1950.0,4.0,3.0,single_family,184900.0,2320.0,"['central_air', 'den_or_office', 'dining_room', 'fireplace', 'forced_air', 'hardwood_floors', 'community_outdoor_space', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard']",1950.0,4.0,3.0,house,184900.0,1392.0,"Brick Cape Cod 4 Bedrooms 2 1/2 Baths 2 Car Garage Beautiful landscaping surrounds the house with beautiful secluded Patio in Backyard to enjoy those quiet moments when you want to relax, read a book or visit with friends Backyard is fenced in for privacy This home features a 1st floor Bedroom and a very cozy office if you have to work at home Hardwood floors in the Dining Room, Living Room, Office and 1st floor Bedroom Front Foyer is tiled and ready for visitors Upstairs has 3 Bedrooms and a 1/2 Bath with lots of storage Basement is partially finished with a cozy bar & sink and features new laminate flooring Get warm by the Pellet Stove which is fueled by pellets A storage pantry is also a nice feature Roof on both Garage and House was done in April 2006 New furnace April 2007 Pellet Stove was added in December 2008 Come and look at this beauty, it won't last long!"
47,KENT,OH,44240,110 JUDSON RD,1974.0,3.0,2.0,Single Family Home,209900.0,1144.0,"Completely remodeled! This immaculate ranch offers a spacious fenced in back yard & all of the finishes you could hope for plus Stow Schools or open enroll to Kent. Brand new septic system in 2019 too! Enter a welcoming living room w comfy carpet and wonderful daylight that flows over to the eating area w gorgeous hardwood floors. The remodeled kitchen includes raised panel cabinets, tile backsplash and stainless Kitchen Aid convection oven, microwave, dishwasher and French door refrigerator- plus the continuation of the refinished hardwood floors. Bedrooms all include closets w double rod/shelves. Upgraded full bath w custom tile shower w tub, lg vanity w drawers & granite counter plus tile flooring. Incredible finished basement complete w recessed lighting, glass block windows, giant rec room w carpeting plus areas w beautiful wood-look tile. Full bath includes vanity w drawers & granite counter plus a shower. Lovely finished laundry rm w fold-down ironing board, utility sink & storage area. Fenced back yard w no-climb wire, 220 outlet for hot tub, patio, fire pit and wonderful landscaping & privacy. Everything down to the studs in 2012- Doors, Trim, Drywall, fixtures, paint (in & ext), well pump/pressure tank, A/C, Kitchen, Bath, Refinish Hardwood, Insulation in attic, Exterior Doors, Concrete drive/turnaround/walkway/garage floor & steps. ’13 Windows. ’15 Sump pumps. ’16 Finished basement, Elec Panel. ’17 Appliances. ’19 Septic, Backsplash. ’20 Softener.",,,,,,,,,,,,,,,
48,KENT,OH,44240,1617 MORRIS RD,1967.0,4.0,3.0,Single Family Home,220000.0,2266.0,"This turn-key Kent, Ohio 4 Bed, 3 Bath huge bi-level is perfectly situated adjacent to Highland Park, effectively expanding the back yard (through picket gate) without the added lawn work! Granite kitchen, with wonderful glass/ceramic backsplash, generous 4-seater bar, has been ingeniously opened up, creating spacious kitchen/living/dining area! All 3 FULL baths have been given facelifts! Original hardwood throughout main level except kitchen. Newer low-maintenance composite deck is IMMENSE & turns entertaining into a cinch! Also from the deck, a view of nature that's peaceful and quieting. Full vinyl picket for fur babies or young ones. On-trend paint throughout! Family room w/ wood burning fireplace makes for a nice winter evening. Comfortable walk to Kent State University! Far enough from downtown to avoid the bustle, but close enough to walk to South side shopping or bike or walk to downtown. Routes 43, 261 and I-76 are all minutes away as are bike trails! Washer/Dryer included here! All of this and a 1-year warranty provided by the sellers for buyer peace of mind!",,,,,,,,,1967.0,4.0,3.0,house,220000.0,2266.0,"This turn-key Kent, Ohio 4 Bed, 3 Bath huge bi-level is perfectly situated adjacent to Highland Park, effectively expanding the back yard (through picket gate) without the added lawn work! Granite kitchen, with wonderful glass/ceramic backsplash, generous 4-seater bar, has been ingeniously opened up, creating spacious kitchen/living/dining area! All 3 FULL baths have been given facelifts! Original hardwood throughout main level except kitchen. Newer low-maintenance composite deck is IMMENSE & turns entertaining into a cinch! Also from the deck, a view of nature that's peaceful and quieting. Full vinyl picket for fur babies or young ones. On-trend paint throughout! Family room w/ wood burning fireplace makes for a nice winter evening. Comfortable walk to Kent State University! Far enough from downtown to avoid the bustle, but close enough to walk to South side shopping or bike or walk to downtown. Routes 43, 261 and I-76 are all minutes away as are bike trails! Washer/Dryer included here! All of this and a 1-year warranty provided by the sellers for buyer peace of mind!"
49,KENT,OH,44240,887 HIGHRIDGE LN,2008.0,4.0,3.0,Single Family Home,259000.0,2354.0,You cant miss this well maintained colonial in the beautiful Lakes of Franklin Mill. You will enjoy a large eat in kitchen with a cozy morning room that allows a gorgeous view. There is plenty of room upstairs with 4 spacious bedrooms. You get the convenience of having a perfectly located second floor laundry room. The finished walkout basement is a must see. You will feel right at home in this lovely neighborhood with near by parks and a private neighborhood walk path. Don't hesitate to make your appointment today!,,,,,,,,,,,,,,,
50,KENT,OH,44240,836 RAVENNA RD,1967.0,5.0,4.0,Single Family Home,254000.0,3558.0,,,1967.0,5.0,4.0,single_family,254000.0,3558.0,"['central_air', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more']",1967.0,5.0,4.0,house,254000.0,3558.0,
51,KENT,OH,44240,5885 THORNDALE DR,2003.0,5.0,4.0,Single Family Home,349900.0,3628.0,"Welcome home to 5885 Thorndale Dr. located in the desirable community of Willow Ridge, Kent Ohio. Tucked away in Franklin Township, this custom-built home has so much to offer. As you walk to the front door you are greeted by the warm and inviting front porch where you can enjoy your morning coffee, or an evening conversation. The kitchen is the perfect place for entertaining with it’s large center island, beautiful solid cherry cabinets and open dining area where you can also walk out to the  patio with a custom built pergola and the quiet wooded back yard. Off the kitchen is the study with glass panel doors and a closet perfect for a home office or den.  The living room could be a separate quiet spot or open up the pocket doors to the family room with tons of natural light with its wall of windows.  The 3 car garage could easily be 4 in tandem and has its own staircase to the basement and door out to the backyard. The mudroom/drop zone also has a door to the back yard and plenty of hooks and closet space along with a 1/2 bath.  Upstairs features 5 bedrooms, Master suite 2nd floor laundry, 3 full baths and plenty of storage.  The 5th bedroom could easily be a large recreation space too. The basement which has poured wall foundation and high ceilings, has tons of possibilities and comes plumbed for a full bath.  All this and close to the university, downtown, hike and bike trail as well as Chase Park.  Ask for a list of highlights as there are far too many to list!",,2003.0,5.0,4.0,single_family,349900.0,3628.0,"['central_air', 'recreation_facilities', 'den_or_office', 'dining_room', 'family_room', 'forced_air', 'community_outdoor_space', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'high_ceiling', 'master_suite', 'front_porch']",2003.0,5.0,4.0,house,349900.0,3628.0,"Welcome home to 5885 Thorndale Dr. located in the desirable community of Willow Ridge, Kent Ohio. Tucked away in Franklin Township, this custom-built home has so much to offer. As you walk to the front door you are greeted by the warm and inviting front porch where you can enjoy your morning coffee, or an evening conversation. The kitchen is the perfect place for entertaining with it's large center island, beautiful solid cherry cabinets and open dining area where you can also walk out to the patio with a custom built pergola and the quiet wooded back yard. Off the kitchen is the study with glass panel doors and a closet perfect for a home office or den. The living room could be a separate quiet spot or open up the pocket doors to the family room with tons of natural light with its wall of windows. The 3 car garage could easily be 4 in tandem and has its own staircase to the basement and door out to the backyard. The mudroom/drop zone also has a door to the back yard and plenty of hooks and closet space along with a 1/2 bath. Upstairs features 5 bedrooms, Master suite 2nd floor laundry, 3 full baths and plenty of storage. The 5th bedroom could easily be a large recreation space too. The basement which has poured wall foundation and high ceilings, has tons of possibilities and comes plumbed for a full bath. All this and close to the university, downtown, hike and bike trail as well as Chase Park. Ask for a list of highlights as there are far too many to list!"
52,KENT,OH,44240,3899 LOR RON ST,1963.0,3.0,2.0,Single Family Home,155000.0,1092.0,"Solid ranch home in Brimfield Lake Allotment.   Over 1/2 acre with dozens of perennials in gardened areas.  Back deck with built-in benches  for view to woods and quiet sunset evenings.  Deck is 14' by 16 '.  Mature trees  for shade and bird -watching.  Home has oak flooring under most carpeted areas. High efficiency furnace and central air installed in May of 2020.  Basement adds more living  space with a large half bath that could readily have tub/shower added.  Office, rec room and bar area  could have updating to refresh this great lower-level living space.  A walk down the street takes you to Brimfield Lake and Park with covered picnic pavilion and swings for the children. This is an appealing home and area.  Much to appreciate here!  Just add your own finishing touches.  Close to Cascades Shopping area, local schools, community government center  and I-76.",,,,,,,,,1963.0,3.0,2.0,house,155000.0,1092.0,"Solid ranch home in Brimfield Lake Allotment. Over 1/2 acre with dozens of perennials in gardened areas. Back deck with built-in benches for view to woods and quiet sunset evenings. Deck is 14' by 16 '. Mature trees for shade and bird -watching. Home has oak flooring under most carpeted areas. High efficiency furnace and central air installed in May of 2020. Basement adds more living space with a large half bath that could readily have tub/shower added. Office, rec room and bar area could have updating to refresh this great lower-level living space. A walk down the street takes you to Brimfield Lake and Park with covered picnic pavilion and swings for the children. This is an appealing home and area. Much to appreciate here! Just add your own finishing touches. Close to Cascades Shopping area, local schools, community government center and I-76."
53,KENT,OH,44240,7472 FERGUSON ROAD,1995.0,4.0,6.0,Single Family Home,990000.0,6204.0,"A park like setting is just one of the things that makes this a spectacular house. Over 10 acres which includes a pond, picnic area, and patio make it perfect for entertaining either formal or family. Elegant and friendly foyer with a formal living room and dining room. Wide open staircase to the second floor, Large open kitchen with Corian countertop's and harvest table with granite countertop set off the custom built Schrock cabinets of Walnut Creek, newer appliances and custom made window blinds. Large family room with fireplace and fresh very desirable wall paint and custom made draperies. Sunken hearth room and a sun room over looking the pond's water fountain. First floor has a laundry room and a mud room room off the attached 4 car garage. Wet bar and office are both perfect for the work at home professional. Four large bedrooms with a master bath and huge closets. One guest bath and one Jack and Jill. Finished recreation room in the lower level perfect for the exercise equipment and home theater.",,,,,,,,,1995.0,4.0,6.0,house,990000.0,6204.0,"A park like setting is just one of the things that makes this a spectacular house. Over 10 acres which includes a pond, picnic area, and patio make it perfect for entertaining either formal or family. Elegant and friendly foyer with a formal living room and dining room. Wide open staircase to the second floor, Large open kitchen with Corian countertop's and harvest table with granite countertop set off the custom built Schrock cabinets of Walnut Creek, newer appliances and custom made window blinds. Large family room with fireplace and fresh very desirable wall paint and custom made draperies. Sunken hearth room and a sun room over looking the pond's water fountain. First floor has a laundry room and a mud room room off the attached 4 car garage. Wet bar and office are both perfect for the work at home professional. Four large bedrooms with a master bath and huge closets. One guest bath and one Jack and Jill. Finished recreation room in the lower level perfect for the exercise equipment and home theater."
54,KENT,OH,44240,POWDERMILL RD,0.0,0.0,0.0,Raw Land,70000.0,0.0,GREAT opportunity to own your private piece of paradise in Brimfield Township! This 4.62 acre lot features a long drive that opens up to beautiful pond views.  Natural gas and public water available at the street. Call today to schedule a walk through!,,,,0.0,land,70000.0,,"['hill_or_mountain_view', 'lake_view', 'view', 'water_view', 'big_lot', 'pond']",,,,,,,
55,KENT,OH,44240,1065 JESSIE AVE,1955.0,4.0,2.0,Single Family Home,174900.0,1572.0,"Fantastic Cape Cod is much larger than it looks! Pride of ownership is obvious when you enter this 4 bedroom, 2 bath home. There are many updates to including windows, quartz counter tops, appliances, back deck, and Furnace/ AC in 2018. The lower level rec room is perfect for entertaining, movie night, or play room for the kids. There is also room for exercise equipment or a crafting. All of this plus a ton of storage! Tired of the headache of where to put book bags, coats, shoes and boots? There is a breezeway connecting the garage to the home; perfect place to collect and organize coming or going from the house. The backyard is huge! Enjoy the newly built back deck over looking the large yard, also perfect for hosting a cookout. Call today for a showing!",,1955.0,4.0,2.0,single_family,174900.0,2322.0,"['central_air', 'community_clubhouse', 'recreation_facilities', 'forced_air', 'community_outdoor_space', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'big_yard']",1955.0,4.0,2.0,house,174900.0,1572.0,"Fantastic Cape Cod is much larger than it looks! Pride of ownership is obvious when you enter this 4 bedroom, 2 bath home. There are many updates to including windows, quartz counter tops, appliances, back deck, and Furnace/ AC in 2018. The lower level rec room is perfect for entertaining, movie night, or play room for the kids. There is also room for exercise equipment or a crafting. All of this plus a ton of storage! Tired of the headache of where to put book bags, coats, shoes and boots? There is a breezeway connecting the garage to the home; perfect place to collect and organize coming or going from the house. The backyard is huge! Enjoy the newly built back deck over looking the large yard, also perfect for hosting a cookout. Call today for a showing!"
56,KENT,OH,44240,2367 LYNN RD,2001.0,3.0,3.0,Single Family Home,249900.0,2024.0,"Take Social Distancing to a new level with this spacious Bi-level set privately on 1.63 acres. Home sits off the road majestically embracing the beautiful Brimfield skyline. Massive front yard provides plenty of space to play while a gradually sloping backyard provides lovely views, tons of open space, two sheds and a garden area. Inside, a ceramic tiled entry leads up to a spacious area graced with cathedral ceilings. The carpeted Great Room has a propane fueled fireplace and large picture window with unique transom. Conveniently located dining room has easy access to elevated portion of deck through a newer Pella slider. Recently updated Kitchen sports Kraftmaid Solid Maple Cabinets, Quartz Countertops, and Stainless-Steel Sink, and Faucet. Kitchen and Dining share stylish ceramic tile floor and get plenty of natural light from skylight. Vast Master Suite has trayed ceiling, dual closets, and 2 distinct niches. Master Bath has jacuzzi tub with ceramic tile accents, walk-in shower, dual vanities, and ceramic tile flooring. 2 additional bedrooms are amply sized and have appealing maple trimmed window seats. A nicely designed 2nd full bathroom rounds out main living area. Downstairs, a second family room acts as the man-cave and walks out to lower level deck and backyard. The lower level also includes a handy ½ bath as well as a laundry/utility room. Updates include: Deck Painting (’20), Geothermal Heating/Cooling System and Garage Doors (’19), Carpet, Paint and Kitchen (’17)",,2001.0,3.0,3.0,single_family,249900.0,2024.0,"['central_air', 'dining_room', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'horse_facilities', 'community_outdoor_space', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'cathedral_ceiling', 'master_suite', 'big_lot']",2001.0,3.0,3.0,house,249900.0,2024.0,"Take Social Distancing to a new level with this spacious Bi-level set privately on 1.63 acres. Home sits off the road majestically embracing the beautiful Brimfield skyline. Massive front yard provides plenty of space to play while a gradually sloping backyard provides lovely views, tons of open space, two sheds and a garden area. Inside, a ceramic tiled entry leads up to a spacious area graced with cathedral ceilings. The carpeted Great Room has a propane fueled fireplace and large picture window with unique transom. Conveniently located dining room has easy access to elevated portion of deck through a newer Pella slider. Recently updated Kitchen sports Kraftmaid Solid Maple Cabinets, Quartz Countertops, and Stainless-Steel Sink, and Faucet. Kitchen and Dining share stylish ceramic tile floor and get plenty of natural light from skylight. Vast Master Suite has trayed ceiling, dual closets, and 2 distinct niches. Master Bath has jacuzzi tub with ceramic tile accents, walk-in shower, dual vanities, and ceramic tile flooring. 2 additional bedrooms are amply sized and have appealing maple trimmed window seats. A nicely designed 2nd full bathroom rounds out main living area. Downstairs, a second family room acts as the man-cave and walks out to lower level deck and backyard. The lower level also includes a handy 1/2 bath as well as a laundry/utility room. Updates include: Deck Painting ('20), Geothermal Heating/Cooling System and Garage Doors ('19), Carpet, Paint and Kitchen ('17)"
57,KENT,OH,44240,780 AKRON BLVD,1964.0,6.0,4.0,Multi-family,139900.0,2592.0,Very Rare Solid duplex in great condition. One unit is occupied with long term month-to-month section-8 tenant - rented at $850 per month. Each unit has it's own driveway and attached garage. 1/2 Bath is on the first floor and full bath on the second. The bedrooms are well sized. The vacant unit has newer flooring and new flooring in Kitchen and entry way. Both units have separate basements and meters. This is a nice duplex that is close to all the amenities just minutes away. good solid income duplex...Fell out of escrow because buyer got cold FEET,,1964.0,6.0,4.0,multi_family,139900.0,2592.0,"['forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'rental_property']",1964.0,6.0,4.0,multi family,139900.0,2592.0,Very Rare Solid duplex in great condition. One unit is occupied with long term month-to-month section-8 tenant - rented at $850 per month. Each unit has it's own driveway and attached garage. 1/2 Bath is on the first floor and full bath on the second. The bedrooms are well sized. The vacant unit has newer flooring and new flooring in Kitchen and entry way. Both units have separate basements and meters. This is a nice duplex that is close to all the amenities just minutes away. good solid income duplex...Fell out of escrow because buyer got cold FEET
58,KENT,OH,44240,1929 PINE DR,1977.0,3.0,4.0,Condominium Unit,265000.0,2983.0,"Serenity awaits you at this spectacular 3,000 sf 3 bedroom, 3.5 bath ranch condo with loft in the Pines 1 condo subdivision in Franklin Township, Kent OH. Here you will find mostly neutral colors, and every bedroom boasting an ensuite full bath. You will fall in love with the soaring vaulted ceiling with rustic cedar beam in the 19 x 30 expansive great room with gas fireplace flanked by well crafted built-in curio cabinets. The first floor spacious master bedroom adjoins a fireplaced office or sitting room through pocket doors and has a walk-in closet. The other bedroom on this level also sports a walk-in closet. Each of the main level living areas of the property have sliders to the outdoors, patios or screened porch making entertainment and enjoyment of the surroundings a breeze. Upstairs find the natural light filled loft bedroom suite with vaulted ceiling and huge windows. Sit on your rustic screened porch and enjoy the view of the association-maintained green space. Amenities are many including Lake Royale privileges for small craft/fishing. One year home warranty paid by the seller for the new owner. Come home to life of ease and enjoyment in this private and serene community conveniently located a few minutes from Kent, Streetsboro, SR480 and I-80",,1977.0,3.0,4.0,condos,265000.0,2983.0,"['central_air', 'corner_lot', 'den_or_office', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'community_outdoor_space', 'pets_allowed', 'view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'vaulted_ceiling', 'master_bedroom', 'first_floor_master_bedroom', 'ensuite', 'farm', 'ranch']",1977.0,3.0,4.0,condominium,265000.0,2983.0,"Serenity awaits you at this spectacular 3,000 sf 3 bedroom, 3.5 bath ranch condo with loft in the Pines 1 condo subdivision in Franklin Township, Kent OH. Here you will find mostly neutral colors, and every bedroom boasting an ensuite full bath. You will fall in love with the soaring vaulted ceiling with rustic cedar beam in the 19 x 30 expansive great room with gas fireplace flanked by well crafted built-in curio cabinets. The first floor spacious master bedroom adjoins a fireplaced office or sitting room through pocket doors and has a walk-in closet. The other bedroom on this level also sports a walk-in closet. Each of the main level living areas of the property have sliders to the outdoors, patios or screened porch making entertainment and enjoyment of the surroundings a breeze. Upstairs find the natural light filled loft bedroom suite with vaulted ceiling and huge windows. Sit on your rustic screened porch and enjoy the view of the association-maintained green space. Amenities are many including Lake Royale privileges for small craft/fishing. One year home warranty paid by the seller for the new owner. Come home to life of ease and enjoyment in this private and serene community conveniently located a few minutes from Kent, Streetsboro, SR480 and I-80"
59,KENT,OH,44240,1118 LAKE MARTIN DR,1990.0,4.0,4.0,Single Family Home,399000.0,4280.0,"You must see to fully appreciate this beautiful and spacious home with a contemporary flair. After recent upgrading, your new home is move in ready! The open floor plan invites for easy gatherings, while the flexible & smart layout also provides lots of privacy and can easily adapt to your needs. The 2-story open foyer leads to a beautiful great rm accented by a cathedral ceiling with skylights & a wall of windows providing for an abundance of natural light. The marble double sided gas fireplace, separating the great rm and the dining area, creates the perfect ambiance for all seasons. The stylish built-in granite bar can serve anytime! The lg. welcoming kitchen features custom cabinets, granite counters, desk, & SS appliances. Enter the master suite thru french doors to find dbl closets, spacious en'suite bath w/ dbl vanity & walk-in shower. Enjoy a beverage on  the private deck from your master suite or great room overlooking the backyard. Another bedroom, full bath, powder room, laundry rm and lots of closet space completes the 1st floor. The LL provides much flexibility and generous space that can be used to meet your needs including rec room, bonus rm, 2 bedrooms, office, full bath, 2 doors to deck, & storage.  A circular driveway w/ covered front entrance, 3+ car garage w/ extra high ceiling add to the appeal & functionality of this home. This property offers Lake Martin Privileges. Recent updates include HW flooring, carpeting, powder room & more-see attached (2020)",,1990.0,4.0,4.0,single_family,399000.0,4280.0,"['central_air', 'community_clubhouse', 'community_outdoor_space', 'den_or_office', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'lake_view', 'recreation_facilities', 'view', 'water_view', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'high_ceiling', 'cathedral_ceiling', 'open_floor_plan', 'floor_plan', 'master_suite', 'ensuite']",1990.0,4.0,4.0,house,399000.0,4280.0,"You must see to fully appreciate this beautiful and spacious home with a contemporary flair. After recent upgrading, your new home is move in ready! The open floor plan invites for easy gatherings, while the flexible & smart layout also provides lots of privacy and can easily adapt to your needs. The 2-story open foyer leads to a beautiful great rm accented by a cathedral ceiling with skylights & a wall of windows providing for an abundance of natural light. The marble double sided gas fireplace, separating the great rm and the dining area, creates the perfect ambiance for all seasons. The stylish built-in granite bar can serve anytime! The lg. welcoming kitchen features custom cabinets, granite counters, desk, & SS appliances. Enter the master suite thru french doors to find dbl closets, spacious en'suite bath w/ dbl vanity & walk-in shower. Enjoy a beverage on the private deck from your master suite or great room overlooking the backyard. Another bedroom, full bath, powder room, laundry rm and lots of closet space completes the 1st floor. The LL provides much flexibility and generous space that can be used to meet your needs including rec room, bonus rm, 2 bedrooms, office, full bath, 2 doors to deck, & storage. A circular driveway w/ covered front entrance, 3+ car garage w/ extra high ceiling add to the appeal & functionality of this home. This property offers Lake Martin Privileges. Recent updates include HW flooring, carpeting, powder room & more-see attached (2020)"
